rID	ingrID	unit	amount
0	41	cup	4
0	101	cup	2
0	38	None	None
0	47	None	None
0	185	None	None
0	162	teaspoon	1
0	186	None	None
0	4	None	None
0	100	tablespoon	1
0	119	teaspoon	2
0	137	None	None
0	74	None	None
0	188	pound	4
0	102	None	None
1	3	None	None
1	121	None	None
1	30	tablespoon	2
1	143	None	None
1	41	cup	2
1	110	cup	2
2	16	cup	2
2	109	cup	1
2	30	cup	4
2	12	pound	1
2	26	None	None
2	186	None	None
2	11	None	None
2	121	None	None
2	102	None	None
3	143	pound	2
3	36	pound	2
3	9	pound	2
3	178	ounce	6
3	88	ounce	8
3	175	None	None
4	173	cup	4
4	178	tablespoon	1
4	119	tablespoon	1
4	166	tablespoon	3
4	164	cup	2
4	76	None	None
4	79	tablespoon	1
4	176	lb	1
4	152	None	None
5	129	None	None
5	41	cup	4
5	76	None	None
5	77	teaspoon	2
5	195	tablespoon	3
5	88	cup	2
5	109	cup	2
5	116	tablespoon	2
5	198	tablespoon	2
5	38	None	None
5	47	teaspoon	2
5	58	cup	4
5	143	pound	1
5	119	tablespoon	3
5	131	None	None
6	119	teaspoon	4
6	47	cup	2
6	158	teaspoon	2
6	143	pound	3
6	41	cup	4
6	197	cup	2
6	118	None	None
7	171	lb	2
7	100	None	None
7	47	None	None
7	121	None	None
7	195	tablespoon	2
7	20	oz	6
7	41	cup	2
7	119	cup	2
7	110	None	None
7	178	tablespoon	1
7	152	lb	1
7	49	None	None
8	132	None	None
8	178	tablespoon	2
8	4	teaspoon	1
8	162	teaspoon	2
8	116	cup	3
8	47	tablespoon	1
8	137	None	None
9	186	cup	2
9	47	tablespoon	1
9	11	None	None
9	119	cup	2
9	49	cup	3
9	162	cup	4
9	76	tablespoon	2
9	198	tablespoon	2
9	103	tablespoon	1
9	96	teaspoon	1
9	79	teaspoon	1
9	115	None	None
10	195	cup	1
10	30	cup	3
10	197	cup	3
10	178	tablespoon	2
10	92	teaspoon	2
10	162	teaspoon	4
10	58	cup	3
10	68	None	None
10	182	None	None
11	141	None	None
11	162	teaspoon	2
11	183	teaspoon	4
11	119	tablespoon	2
11	36	None	None
11	38	None	None
11	121	None	None
11	58	teaspoon	2
11	116	teaspoon	2
11	57	teaspoon	2
11	64	teaspoon	4
11	195	cup	3
11	70	None	None
12	137	None	None
12	47	cup	2
12	76	teaspoon	2
12	119	teaspoon	4
12	2	None	None
12	195	None	None
12	16	tablespoon	1
13	47	None	None
13	45	cup	3
13	88	cup	4
13	92	teaspoon	1
13	116	teaspoon	1
13	119	ounce	2
13	9	pound	2
13	143	pound	4
13	33	cup	2
13	84	ounce	8
13	147	cup	3
13	68	None	None
13	187	ounce	2
14	79	None	None
14	30	cup	4
14	119	tablespoon	3
14	152	cup	4
14	178	tablespoon	2
14	195	cup	4
14	76	teaspoon	1
14	162	teaspoon	2
14	134	lb	2
14	36	None	None
15	26	cup	3
15	127	tbsp	2
15	162	tbsp	2
15	137	tbsp	1
15	30	cup	2
15	41	None	None
16	135	cup	2
16	30	tablespoon	3
16	162	teaspoon	4
17	76	None	None
17	119	tablespoon	2
17	162	teaspoon	4
17	137	teaspoon	4
17	159	cup	1
18	68	cup	2
18	63	cup	4
18	167	cup	4
18	121	cup	2
18	47	tablespoon	3
18	109	cup	2
18	162	teaspoon	4
18	137	teaspoon	4
19	178	tablespoon	1
19	79	teaspoon	4
19	50	teaspoon	4
19	134	None	None
20	143	pound	3
20	119	cup	3
20	120	None	None
20	76	None	None
20	198	cup	4
20	158	tablespoon	1
20	121	None	None
20	20	pound	2
21	44	tablespoon	2
21	173	tablespoon	2
21	192	teaspoon	2
21	79	teaspoon	2
21	176	None	None
21	119	tablespoon	2
21	121	None	None
21	137	None	None
21	47	cup	2
22	143	pound	4
22	12	pound	2
22	162	teaspoon	1
22	137	teaspoon	2
22	119	cup	4
22	164	None	None
22	192	tablespoon	2
22	195	tablespoon	1
23	130	ounce	8
23	30	pound	2
23	47	None	None
23	74	tablespoon	2
23	110	cup	3
23	162	tsp	2
23	137	teaspoon	4
24	30	tablespoon	6
24	119	cup	4
24	121	None	None
24	178	tablespoon	2
24	198	cup	4
24	162	cup	3
24	64	teaspoon	2
24	137	teaspoon	4
24	41	cup	3
24	76	None	None
24	186	None	None
24	47	tablespoon	1
24	33	cup	4
24	103	cup	4
24	158	teaspoon	1
24	11	None	None
25	27	lb	2
25	76	None	None
25	119	cup	3
25	162	teaspoon	1
25	100	None	None
26	74	cup	2
26	178	teaspoon	1
26	162	teaspoon	1
26	200	teaspoon	2
26	195	cup	4
26	119	None	None
26	68	tablespoon	1
27	53	cup	1
27	119	cup	3
27	74	cup	4
27	13	teaspoon	2
27	162	cup	4
27	190	teaspoon	2
27	110	cup	3
27	178	cup	2
27	30	cup	4
27	68	None	None
27	103	teaspoon	1
27	90	cup	2
28	119	tablespoon	4
28	100	tablespoon	2
28	87	None	None
28	152	cup	1
28	76	None	None
28	175	cup	4
28	40	cup	1
29	121	pound	2
29	162	teaspoon	2
29	125	teaspoon	2
29	103	cup	1
29	192	cup	2
29	43	None	None
30	20	pound	1
30	88	None	None
30	76	None	None
30	18	None	None
30	159	teaspoon	2
30	121	None	None
30	47	None	None
30	137	teaspoon	2
30	44	tablespoon	1
30	198	None	None
30	152	None	None
31	80	ounce	2
31	110	tablespoon	2
31	64	teaspoon	2
31	67	teaspoon	1
31	137	teaspoon	2
31	76	None	None
31	119	cup	4
31	111	None	None
31	60	None	None
32	83	None	None
32	123	None	None
32	111	cup	2
32	178	cup	4
33	76	None	None
33	121	None	None
33	43	ounce	4
33	195	cup	2
33	162	teaspoon	4
33	125	teaspoon	2
33	119	tablespoon	2
33	115	ounce	0
33	186	tablespoon	1
33	41	cup	2
34	41	cup	2
34	162	cup	1
34	137	None	None
34	119	tablespoon	3
34	120	cup	2
34	121	None	None
34	76	None	None
34	189	teaspoon	1
34	64	teaspoon	2
34	57	teaspoon	2
34	50	teaspoon	4
34	18	None	None
34	100	cup	1
34	6	None	None
34	47	tablespoon	2
35	74	cup	4
35	68	None	None
35	162	teaspoon	2
35	182	teaspoon	2
35	178	cup	4
35	190	teaspoon	2
35	1	teaspoon	2
35	53	cup	1
35	123	cup	4
35	124	cup	4
35	58	tablespoon	1
36	114	cup	1
36	121	cup	4
36	191	pound	4
36	162	teaspoon	1
36	137	None	None
36	109	cup	2
36	116	teaspoon	2
36	100	teaspoon	1
36	160	teaspoon	2
36	115	None	None
36	119	tablespoon	6
36	76	None	None
36	166	None	None
37	148	cup	3
37	74	cup	2
37	13	teaspoon	2
37	14	teaspoon	4
37	50	teaspoon	1
37	79	teaspoon	4
37	0	teaspoon	8
37	51	teaspoon	8
37	162	None	None
37	30	cup	4
37	178	cup	4
37	146	tablespoon	3
37	68	None	None
37	190	teaspoon	1
38	30	tablespoon	2
38	162	tablespoon	1
38	47	cup	1
38	124	cup	1
38	123	teaspoon	2
38	195	cup	2
38	192	cup	2
39	68	None	None
39	26	None	None
39	119	None	None
39	47	cup	4
39	76	None	None
39	198	tablespoon	1
39	64	teaspoon	2
40	135	cup	2
40	68	None	None
40	30	cup	2
40	22	pound	2
40	74	cup	1
41	30	tablespoon	0
41	162	teaspoon	4
41	47	cup	3
41	58	None	None
41	121	cup	4
41	68	None	None
41	178	cup	4
41	137	teaspoon	2
42	123	None	None
42	74	cup	2
42	1	None	None
42	13	teaspoon	2
42	162	cup	1
42	178	cup	2
42	30	cup	1
42	68	None	None
42	110	cup	1
42	190	teaspoon	2
42	124	cup	2
42	111	None	None
43	198	cup	4
43	76	None	None
43	116	teaspoon	1
43	47	tablespoon	2
43	119	cup	4
43	137	None	None
44	30	cup	4
44	119	None	None
44	110	cup	4
44	158	None	None
44	76	tablespoon	1
44	162	teaspoon	2
44	74	tablespoon	4
44	90	cup	1
45	159	cup	1
45	109	tablespoon	2
45	147	tablespoon	1
45	26	None	None
45	21	pound	1
45	121	None	None
45	7	None	None
45	30	tablespoon	2
46	68	None	None
46	74	cup	3
46	162	None	None
46	153	None	None
46	137	None	None
46	186	None	None
47	74	cup	4
47	14	teaspoon	4
47	13	teaspoon	2
47	162	cup	2
47	15	None	None
47	30	cup	2
47	190	teaspoon	1
47	178	cup	2
47	68	None	None
47	62	None	None
48	103	cup	3
48	162	teaspoon	2
48	44	teaspoon	1
48	37	teaspoon	8
48	10	pound	1
48	123	None	None
48	164	None	None
49	90	cup	1
49	110	cup	4
49	106	cup	4
49	146	cup	2
49	68	None	None
49	50	teaspoon	2
49	118	teaspoon	8
49	162	teaspoon	8
49	70	None	None
50	110	cup	2
50	112	cup	3
50	30	tablespoon	2
50	162	teaspoon	2
50	195	cup	4
50	200	None	None
50	58	None	None
50	74	cup	4
50	68	None	None
50	38	None	None
51	143	pound	1
51	195	cup	4
51	109	tablespoon	2
51	201	tablespoon	2
51	116	teaspoon	1
51	192	teaspoon	1
51	147	teaspoon	1
51	67	tablespoon	2
51	36	cup	1
51	121	cup	4
52	195	cup	5
52	41	None	None
52	121	cup	4
52	76	None	None
52	49	cup	4
52	162	teaspoon	1
52	146	cup	3
52	58	tablespoon	6
52	47	None	None
53	162	tablespoon	2
53	1	cup	4
53	152	cup	2
53	123	None	None
53	178	cup	2
53	36	None	None
53	148	cup	4
53	183	teaspoon	4
53	30	tablespoon	2
53	119	tablespoon	4
53	121	None	None
53	35	teaspoon	4
53	64	teaspoon	4
53	189	teaspoon	4
53	10	None	None
54	141	pound	2
54	47	None	None
54	137	None	None
54	119	tablespoon	2
54	121	None	None
54	100	None	None
54	178	cup	2
54	192	cup	4
54	186	cup	2
54	44	teaspoon	4
55	12	None	None
55	60	None	None
56	12	None	None
56	121	None	None
56	119	teaspoon	2
56	100	teaspoon	1
56	9	None	None
57	30	tablespoon	2
57	68	None	None
57	137	None	None
57	153	tablespoon	4
57	47	tablespoon	1
58	36	None	None
58	131	pound	4
58	152	tablespoon	3
58	116	teaspoon	1
58	92	teaspoon	2
58	137	None	None
59	119	None	None
59	121	None	None
59	47	ounce	1
59	188	pound	2
59	44	tablespoon	3
59	64	teaspoon	2
59	125	teaspoon	2
59	20	None	None
59	186	None	None
59	41	cup	3
60	63	None	None
60	162	teaspoon	2
60	111	tablespoon	1
60	76	None	None
60	125	teaspoon	1
60	201	None	None
60	197	tablespoon	2
61	3	None	None
61	99	pound	1
61	119	tablespoon	3
61	121	cup	3
61	47	tablespoon	2
61	38	cup	2
61	41	cup	4
61	21	cup	4
61	124	cup	1
61	123	tablespoon	2
61	92	tablespoon	1
62	129	cup	2
62	109	cup	2
62	116	tablespoon	2
62	162	None	None
62	137	None	None
63	147	tablespoon	3
63	192	tablespoon	2
63	119	tablespoon	6
63	31	cup	4
63	21	ounce	6
63	38	cup	1
63	121	cup	2
63	159	cup	2
64	31	None	None
64	7	cup	3
64	119	cup	4
64	198	tablespoon	2
64	178	teaspoon	4
65	74	cup	2
65	162	None	None
65	30	cup	2
65	21	pound	3
65	137	None	None
65	119	tablespoon	2
65	121	None	None
65	47	tablespoon	2
65	186	tablespoon	2
65	198	cup	2
65	158	None	None
66	74	cup	1
66	58	cup	1
66	162	teaspoon	4
66	13	teaspoon	2
66	14	teaspoon	2
66	178	cup	4
66	68	None	None
66	201	cup	1
66	30	tablespoon	6
66	5	ounce	7
66	47	cup	2
67	26	None	None
67	76	None	None
67	119	tablespoon	6
68	163	pound	1
68	30	cup	4
68	121	None	None
68	47	teaspoon	2
68	3	cup	4
68	185	teaspoon	2
68	181	teaspoon	2
68	58	cup	5
69	47	ounce	6
69	30	tablespoon	2
69	53	None	None
69	159	tablespoon	2
69	66	teaspoon	2
69	103	teaspoon	1
69	197	cup	4
69	178	tablespoon	1
69	15	None	None
69	94	None	None
69	4	cup	1
70	110	cup	6
70	178	tablespoon	2
70	162	teaspoon	2
70	137	teaspoon	2
70	58	cup	2
70	47	None	None
70	39	cup	2
70	30	cup	4
70	68	None	None
71	4	cup	2
71	92	cup	2
71	98	cup	2
71	93	tablespoon	2
71	76	None	None
71	79	tablespoon	2
71	162	teaspoon	1
72	94	cup	2
72	46	None	None
72	110	cup	2
73	109	tablespoon	4
73	119	tablespoon	3
73	100	tablespoon	1
73	36	ounce	8
73	147	tablespoon	2
73	47	cup	4
73	1	cup	4
73	162	teaspoon	2
73	137	teaspoon	8
73	167	None	None
73	76	None	None
73	131	None	None
73	63	pound	2
73	72	tablespoon	3
73	11	None	None
73	26	None	None
73	175	cup	2
74	119	teaspoon	1
74	31	lb	2
74	121	lb	2
74	47	teaspoon	2
74	162	teaspoon	2
74	137	teaspoon	4
75	121	None	None
75	47	ounce	2
75	119	tablespoon	2
75	178	teaspoon	1
75	137	teaspoon	4
76	30	tablespoon	3
76	74	cup	4
76	110	cup	1
76	119	None	None
76	47	cup	3
77	47	None	None
77	119	tablespoon	2
78	30	tablespoon	6
78	162	teaspoon	4
78	74	cup	4
78	170	tablespoon	2
78	195	tablespoon	4
79	119	tablespoon	1
79	79	tablespoon	2
79	76	None	None
79	173	tablespoon	2
79	192	tablespoon	2
79	178	tablespoon	2
79	162	teaspoon	2
79	68	pound	1
79	121	None	None
79	47	cup	2
79	16	cup	4
80	110	cup	1
80	197	cup	1
80	80	cup	1
80	76	None	None
80	162	teaspoon	2
80	137	teaspoon	4
80	118	teaspoon	8
80	143	pound	2
81	26	None	None
81	119	tablespoon	1
81	121	cup	2
81	38	None	None
81	4	None	None
81	47	cup	4
81	68	None	None
81	41	cup	2
81	162	tablespoon	6
81	137	teaspoon	1
81	30	tablespoon	6
82	47	tablespoon	3
82	30	cup	4
82	119	cup	3
82	68	None	None
82	74	cup	3
82	162	teaspoon	1
82	118	teaspoon	2
83	29	ounce	8
83	147	None	None
83	119	tablespoon	2
83	100	None	None
84	74	cup	1
84	178	cup	4
84	50	teaspoon	4
84	30	None	None
84	162	None	None
84	13	teaspoon	1
84	14	teaspoon	4
84	172	cup	2
84	190	teaspoon	4
84	68	None	None
84	196	None	None
85	195	cup	0
85	41	pound	2
85	47	None	None
85	38	None	None
85	121	None	None
85	162	teaspoon	1
85	129	None	None
85	18	None	None
85	185	teaspoon	4
85	58	None	None
86	109	cup	1
86	116	cup	3
86	92	tablespoon	2
86	162	teaspoon	4
87	20	None	None
87	121	cup	4
87	119	cup	4
87	198	tablespoon	3
87	158	None	None
87	76	teaspoon	1
87	137	teaspoon	8
88	68	None	None
88	195	tablespoon	2
88	162	teaspoon	2
88	137	teaspoon	1
88	74	cup	2
88	171	pound	2
88	121	None	None
88	36	None	None
88	173	cup	2
88	100	tablespoon	2
88	119	tablespoon	4
89	121	pound	2
89	119	tablespoon	3
89	188	None	None
89	30	tablespoon	2
89	47	teaspoon	2
89	41	cup	1
89	74	tablespoon	6
89	198	cup	4
89	118	None	None
90	171	pound	1
90	163	cup	1
90	30	tablespoon	2
90	137	cup	2
90	121	None	None
90	109	cup	3
90	26	cup	4
90	116	tablespoon	1
91	197	cup	1
91	47	pound	4
91	46	cup	2
91	56	ounce	7
91	30	tablespoon	5
91	178	cup	4
91	122	tablespoon	1
91	1	teaspoon	8
91	94	None	None
92	119	cup	4
92	39	pound	1
92	47	cup	2
92	68	None	None
93	20	lb	2
93	119	cup	3
93	167	oz	6
93	43	None	None
93	162	teaspoon	2
93	47	cup	2
94	171	lb	4
94	119	tbsp	2
94	47	None	None
94	137	tsp	4
94	143	cup	3
94	131	cup	4
94	121	tbsp	1
95	61	cup	4
95	178	cup	3
95	50	teaspoon	2
95	100	None	None
95	74	cup	2
95	79	teaspoon	2
95	0	teaspoon	4
95	162	cup	2
95	30	cup	2
95	68	None	None
95	112	tablespoon	2
95	152	None	None
95	172	cup	2
95	110	cup	4
95	190	teaspoon	4
95	123	teaspoon	1
96	119	cup	2
96	100	cup	4
96	116	teaspoon	2
96	162	teaspoon	2
96	137	teaspoon	4
97	41	pound	2
97	131	ounce	4
97	152	cup	3
97	47	cup	1
97	173	cup	4
97	79	tablespoon	3
97	76	None	None
97	96	teaspoon	2
97	119	teaspoon	1
97	178	None	None
97	31	cup	4
97	115	cup	2
97	36	cup	2
97	121	cup	1
98	56	cup	2
98	30	cup	4
98	62	ounce	6
98	197	cup	1
98	178	cup	2
98	190	teaspoon	1
98	47	ounce	1
99	119	tablespoon	2
99	60	cup	2
99	137	teaspoon	4
99	41	lb	4
99	116	cup	3
99	30	tablespoon	2
99	162	teaspoon	4
99	175	None	None
100	60	cup	3
100	30	cup	2
100	178	cup	2
100	62	None	None
100	74	cup	4
100	68	None	None
100	172	None	None
100	110	cup	4
100	190	tablespoon	1
100	23	cup	3
101	143	pound	5
101	198	cup	3
101	119	cup	2
101	129	cup	2
102	3	pound	1
102	36	None	None
102	119	tablespoon	1
102	198	cup	4
102	195	cup	4
102	178	tablespoon	1
103	72	cup	2
103	100	tablespoon	3
103	119	None	None
103	162	None	None
103	137	None	None
103	121	None	None
103	147	None	None
103	20	pound	2
103	47	cup	4
103	26	None	None
103	68	None	None
104	47	pound	4
104	178	cup	4
104	162	teaspoon	1
104	137	teaspoon	4
104	127	None	None
105	68	None	None
105	76	None	None
105	109	cup	2
105	100	teaspoon	1
105	116	teaspoon	1
105	47	cup	1
106	74	ounce	9
106	110	cup	4
106	30	ounce	8
106	162	ounce	8
106	178	ounce	6
106	100	teaspoon	2
106	190	teaspoon	1
106	153	cup	4
106	58	teaspoon	2
106	13	teaspoon	1
106	68	None	None
106	196	cup	4
107	20	cup	2
107	121	None	None
107	47	None	None
107	162	teaspoon	2
107	12	ounce	8
107	167	None	None
107	185	tablespoon	1
107	137	None	None
107	198	cup	4
107	26	cup	2
107	119	tablespoon	2
108	30	tablespoon	8
108	162	teaspoon	2
108	103	teaspoon	2
108	178	teaspoon	2
108	47	cup	4
108	58	None	None
109	135	cup	4
109	30	tablespoon	1
109	162	teaspoon	8
109	90	cup	2
109	110	cup	2
109	106	cup	4
109	183	teaspoon	2
109	68	None	None
110	137	None	None
110	119	tablespoon	2
110	198	tablespoon	2
110	123	tablespoon	1
110	16	None	None
111	121	None	None
111	47	None	None
111	51	teaspoon	1
111	186	None	None
111	178	cup	2
111	192	cup	1
111	0	teaspoon	1
111	50	None	None
111	38	teaspoon	1
111	116	teaspoon	2
111	127	teaspoon	1
112	143	pound	2
112	119	cup	4
112	158	tablespoon	2
112	137	None	None
112	80	ounce	4
113	178	tablespoon	2
113	127	tablespoon	1
113	162	teaspoon	1
113	43	teaspoon	2
113	137	teaspoon	2
113	119	tablespoon	2
113	198	tablespoon	3
113	100	tablespoon	3
113	76	None	None
113	167	None	None
113	129	cup	3
113	49	cup	2
113	111	cup	1
113	21	None	None
114	145	pound	4
114	15	None	None
114	47	cup	4
114	178	teaspoon	2
114	30	tablespoon	1
115	109	cup	2
115	167	None	None
115	58	None	None
115	47	None	None
115	181	tablespoon	2
115	192	tablespoon	1
116	43	ounce	1
116	119	cup	4
116	26	cup	1
116	110	cup	3
116	21	cup	2
116	68	None	None
116	76	None	None
116	47	None	None
116	57	teaspoon	2
116	121	None	None
116	186	None	None
116	178	tablespoon	1
116	192	tablespoon	1
116	20	None	None
116	127	tablespoon	1
116	152	None	None
117	123	None	None
117	178	cup	2
117	111	None	None
117	24	ounce	8
118	119	tablespoon	3
118	76	None	None
118	100	teaspoon	2
118	47	tablespoon	2
119	197	cup	4
119	178	tablespoon	2
120	141	lb	1
120	119	tablespoon	1
120	4	cup	1
120	178	tablespoon	2
120	192	tablespoon	2
120	116	teaspoon	2
121	119	None	None
121	47	teaspoon	2
121	30	pound	1
121	162	tablespoon	2
121	100	tablespoon	2
121	116	teaspoon	2
121	127	teaspoon	2
122	12	ounce	2
122	163	pound	1
122	88	pound	2
122	121	cup	2
122	47	cup	2
122	38	None	None
122	137	teaspoon	4
122	41	None	None
122	127	tablespoon	2
122	44	tablespoon	1
122	186	None	None
122	21	cup	2
122	152	cup	3
123	194	cup	2
123	83	cup	4
123	99	ounce	4
123	147	tablespoon	1
123	100	tablespoon	2
123	92	teaspoon	2
123	162	teaspoon	4
123	137	teaspoon	8
123	129	cup	2
123	47	ounce	8
123	4	None	None
123	68	None	None
124	47	cup	4
124	76	None	None
124	160	teaspoon	2
124	119	tablespoon	2
124	115	pound	4
124	198	cup	4
124	191	None	None
124	74	None	None
124	41	cup	3
124	90	cup	4
124	129	tablespoon	2
125	26	None	None
125	76	None	None
125	119	tablespoon	3
125	40	cup	1
125	186	None	None
125	121	None	None
125	38	None	None
125	159	cup	2
126	47	cup	4
126	76	None	None
126	100	tablespoon	2
126	127	teaspoon	2
126	64	teaspoon	2
126	37	teaspoon	8
126	119	tablespoon	3
126	73	None	None
126	74	None	None
127	197	cup	3
127	79	tablespoon	2
127	68	None	None
127	178	cup	1
127	111	None	None
128	15	None	None
128	4	cup	1
128	124	cup	1
128	201	cup	3
128	92	None	None
129	4	None	None
129	119	tablespoon	2
129	121	None	None
129	66	teaspoon	4
129	47	lb	1
129	195	cup	2
130	30	cup	2
130	47	cup	2
130	54	teaspoon	1
130	178	cup	1
130	74	cup	2
130	68	None	None
130	190	teaspoon	1
131	68	None	None
131	178	tablespoon	1
131	162	None	None
131	190	teaspoon	4
131	110	cup	1
132	195	cup	2
132	152	cup	1
132	36	None	None
132	121	None	None
132	162	teaspoon	1
133	119	tablespoon	1
133	121	cup	2
133	76	None	None
133	98	None	None
133	40	cup	1
133	178	cup	3
133	192	cup	4
133	137	teaspoon	1
134	188	pound	2
134	121	None	None
134	47	None	None
134	38	None	None
134	129	None	None
134	18	None	None
134	185	teaspoon	2
134	58	teaspoon	4
135	41	None	None
135	30	tablespoon	3
135	121	cup	2
135	36	cup	1
135	38	tablespoon	2
135	76	None	None
135	185	teaspoon	4
135	159	teaspoon	4
135	68	ounce	2
135	58	cup	1
135	129	tablespoon	2
136	193	None	None
137	119	tablespoon	2
137	76	None	None
137	137	cup	1
137	202	cup	1
137	30	cup	1
137	121	cup	1
137	47	tablespoon	4
137	64	teaspoon	2
137	20	None	None
137	74	None	None
138	141	pound	3
138	119	tablespoon	1
138	137	teaspoon	1
138	71	tablespoon	2
138	3	tablespoon	1
139	176	None	None
139	185	teaspoon	1
139	119	tablespoon	4
139	121	None	None
139	115	pound	1
139	47	None	None
139	74	tablespoon	2
139	186	None	None
139	21	cup	2
139	137	None	None
140	110	cup	2
140	90	cup	2
140	50	teaspoon	2
140	68	None	None
140	92	cup	4
140	178	tablespoon	2
140	162	teaspoon	4
141	26	None	None
141	119	tablespoon	3
141	76	None	None
141	47	tablespoon	3
141	100	teaspoon	1
141	80	ounce	4
142	116	tablespoon	2
142	147	teaspoon	4
142	47	tablespoon	3
142	79	tablespoon	1
142	176	ounce	0
142	119	None	None
142	195	None	None
142	137	None	None
143	74	cup	4
143	52	cup	1
143	14	teaspoon	1
143	162	cup	2
143	15	None	None
143	172	cup	2
143	30	cup	2
143	178	None	None
143	68	None	None
143	54	tablespoon	1
143	190	teaspoon	1
144	47	tablespoon	1
144	119	cup	4
144	100	None	None
145	4	None	None
145	178	cup	3
145	159	cup	4
145	30	tablespoon	2
145	100	None	None
145	51	None	None
146	88	pound	3
146	41	cup	2
146	121	cup	1
146	44	tablespoon	3
146	18	None	None
146	172	cup	4
146	109	cup	2
146	47	cup	1
146	49	None	None
146	64	tablespoon	2
146	38	cup	1
146	96	tablespoon	3
146	102	None	None
146	11	None	None
147	119	cup	4
147	121	pound	1
148	188	None	None
148	162	tablespoon	6
148	137	tablespoon	2
148	30	tablespoon	6
148	100	None	None
148	158	tablespoon	1
148	160	tablespoon	1
148	185	tablespoon	1
148	121	None	None
148	123	None	None
149	109	cup	1
149	76	teaspoon	4
149	100	teaspoon	2
149	119	tablespoon	3
149	47	pound	1
149	38	cup	2
149	121	cup	2
149	68	None	None
149	26	cup	5
150	195	None	None
150	5	cup	2
150	178	cup	2
150	1	teaspoon	2
150	0	teaspoon	4
150	74	cup	3
150	13	teaspoon	4
150	162	teaspoon	4
150	68	None	None
150	110	cup	2
150	24	tablespoon	2
150	100	teaspoon	2
150	190	teaspoon	1
151	178	cup	2
151	103	cup	1
151	47	tablespoon	2
151	111	None	None
151	195	cup	6
151	94	None	None
152	119	cup	2
152	74	cup	3
152	178	cup	1
152	13	tablespoon	1
152	14	teaspoon	2
152	162	teaspoon	2
152	68	None	None
152	30	cup	4
152	124	cup	3
152	123	tablespoon	3
152	190	teaspoon	1
152	47	cup	2
153	143	pound	2
153	121	cup	2
153	47	cup	2
153	74	cup	2
153	68	None	None
153	96	tablespoon	2
153	57	teaspoon	2
153	162	teaspoon	2
153	137	teaspoon	4
153	119	tablespoon	3
153	64	teaspoon	2
153	189	teaspoon	2
154	11	None	None
154	16	cup	1
154	41	cup	2
154	76	None	None
154	103	tablespoon	2
154	119	cup	2
155	152	None	None
155	103	cup	4
155	47	tablespoon	4
155	57	cup	2
155	79	teaspoon	2
155	161	None	None
155	173	tablespoon	1
155	178	teaspoon	2
155	195	tablespoon	1
155	119	None	None
156	110	None	None
156	58	cup	3
156	162	None	None
156	112	cup	2
156	79	None	None
157	117	ounce	0
158	178	cup	1
158	47	cup	2
158	30	cup	4
158	143	pound	5
158	68	None	None
158	106	tablespoon	3
158	190	tablespoon	2
158	100	tablespoon	1
158	162	teaspoon	2
159	88	cup	3
159	178	cup	2
159	57	tablespoon	2
159	116	tablespoon	2
159	167	None	None
159	76	None	None
159	49	cup	4
159	72	pound	2
159	120	cup	4
159	119	cup	4
159	47	cup	4
159	175	ounce	2
159	137	None	None
160	74	cup	4
160	58	cup	4
160	183	teaspoon	2
160	162	None	None
160	137	None	None
160	110	cup	1
160	195	cup	1
160	30	tablespoon	6
160	68	None	None
161	163	pound	1
161	115	pound	4
161	137	teaspoon	2
161	41	cup	4
161	197	cup	4
162	195	cup	4
162	178	cup	4
162	58	cup	4
162	79	teaspoon	2
162	201	cup	1
162	30	cup	1
162	100	teaspoon	1
163	119	teaspoon	3
163	121	None	None
163	76	None	None
163	41	cup	2
163	20	None	None
163	175	None	None
163	130	ounce	2
164	20	cup	2
164	119	tablespoon	2
164	121	None	None
164	38	None	None
164	36	None	None
164	158	None	None
164	185	None	None
164	162	cup	3
164	148	cup	2
164	169	None	None
164	47	None	None
164	76	None	None
164	41	cup	3
164	198	cup	2
164	181	None	None
164	40	None	None
165	12	None	None
165	20	pound	1
165	137	None	None
165	41	cup	2
166	47	ounce	2
166	58	cup	2
168	176	None	None
168	76	None	None
168	30	None	None
168	137	None	None
169	41	None	None
169	38	None	None
169	36	None	None
169	121	None	None
169	129	None	None
169	18	None	None
169	58	None	None
169	195	None	None
169	162	teaspoon	2
170	109	cup	1
170	30	tablespoon	6
170	100	tablespoon	2
171	20	ounce	3
171	119	teaspoon	4
171	152	tablespoon	2
171	47	tablespoon	2
171	79	tablespoon	2
171	96	tablespoon	1
171	92	teaspoon	2
171	171	ounce	2
171	121	None	None
171	76	None	None
171	58	teaspoon	2
171	195	cup	2
172	63	None	None
172	164	None	None
172	67	None	None
172	47	None	None
172	100	None	None
172	30	cup	4
172	201	cup	1
172	137	None	None
173	100	None	None
173	47	cup	3
173	30	tablespoon	3
173	162	teaspoon	2
173	41	None	None
173	183	teaspoon	2
173	137	teaspoon	4
173	143	pound	2
173	12	pound	2
173	119	tablespoon	3
173	31	None	None
173	198	None	None
174	162	None	None
174	147	tablespoon	2
174	49	cup	2
174	103	tablespoon	1
174	119	cup	4
175	176	pound	1
175	43	teaspoon	2
175	119	tablespoon	3
175	103	teaspoon	1
175	121	None	None
175	58	None	None
175	47	cup	4
176	30	tablespoon	1
176	62	tablespoon	1
176	92	teaspoon	1
177	47	cup	1
177	76	None	None
177	33	tablespoon	2
177	188	pound	2
177	186	None	None
177	116	None	None
177	155	None	None
178	119	tablespoon	2
178	143	pound	2
178	47	teaspoon	1
178	76	None	None
179	123	None	None
